Timestamp,EMG1,EMG2,EMG3,EMG4
2026-09-21 21:53:11.206218752,-7.26768530512345e-06,8.342954060935881e-06,2.4853834474924952e-05,-3.2759030546003487e-06
2026-09-21 21:53:11.207218688,-5.58155852559139e-06,-1.1314722314637038e-06,2.3007123672869056e-05,8.446691936114803e-06
2026-09-21 21:53:11.208218624,-9.246369359061646e-07,1.4445126907958183e-05,1.786845132301096e-05,6.583925369341159e-07
2026-09-21 21:53:11.209218560,-2.2895967504155124e-06,-1.2773775779351126e-05,-2.5256545086449478e-06,-3.5167786336387508e-06
2026-09-21 21:53:11.210218240,-8.793228516879026e-06,-4.625543442671187e-05,2.0426530511485907e-07,1.07751529867528e-05
2026-09-21 21:53:11.211218176,-9.917313036567066e-06,-5.075177250546403e-05,1.2810070074920077e-05,5.1547303883126006e-06
2026-09-21 21:53:11.212218112,-2.3807786419638433e-05,-4.665689266403206e-05,-3.248280336265452e-06,1.605848609642635e-08
2026-09-21 21:53:11.213218048,-2.5654495402704924e-05,-3.557663148967549e-05,-2.629201117088087e-05,-4.64086269857944e-06
2026-09-21 21:53:11.214217728,-2.051582487183623e-05,-1.1970858395216055e-05,-2.934309668489732e-05,-6.005822797305882e-06
2026-09-21 21:53:11.215217664,-1.8990280295838602e-05,-1.5021943909232505e-05,-1.5452626030310057e-05,4.978089691576315e-07
2026-09-21 21:53:11.216217600,2.3673246687394567e-06,-1.1314722314637038e-06,-2.8468216441979166e-06,1.3424780263449065e-05
2026-09-21 21:53:11.217217280,1.152058393927291e-05,1.653271283430513e-05,1.3211528312240262e-05,1.1738653483917005e-05
2026-09-21 21:53:11.218217216,1.9790633814409375e-05,9.707914614409674e-06,1.94742860912811e-05,8.189759910237626e-07
2026-09-21 21:53:11.219217152,1.7301588741247542e-05,-1.7510988982394338e-05,9.999858775699977e-06,-3.3561950658622663e-06
2026-09-21 21:53:11.220217088,1.9549757780623622e-05,1.597067057446111e-05,-1.2481830708566122e-05,-1.2429162779881153e-05
2026-09-21 21:53:11.221216768,2.163734461646527e-05,1.1474333405203652e-05,-3.39197285939008e-05,-8.976617209555116e-06
2026-09-21 21:53:11.222216704,2.3484053599531762e-05,-1.718982275633607e-05,-3.1189807486953214e-05,-3.6773617466678843e-06
2026-09-21 21:53:11.223216640,2.1797926819999702e-05,-6.109560672484804e-06,-2.8700764232780784e-05,5.074438377050683e-06
2026-09-21 21:53:11.224216320,2.332347139599733e-05,1.7496213331469335e-05,-2.6452595193404704e-05,6.198523351486074e-06
2026-09-21 21:53:11.225216256,1.9148299543303438e-05,3.2831940188771114e-05,-1.6014668290154077e-05,8.992677749120048e-07
2026-09-21 21:53:11.226216192,1.0075332284031902e-05,1.8941464077215642e-05,1.2488902029872406e-05,-6.423329779181586e-08
2026-09-21 21:53:11.227216128,1.5936630006763153e-05,3.154727164655924e-05,3.296330032753758e-05,-9.474424587097019e-07
2026-09-21 21:53:11.228215808,1.063737363438122e-05,4.302899105823599e-05,4.4043561501894146e-05,-3.3561950658622663e-06
2026-09-21 21:53:11.229215744,1.8855744201573543e-06,2.4160426619346254e-05,4.7415815060958266e-05,1.702185159047076e-06
2026-09-21 21:53:11.230215680,3.0096584850980435e-06,2.664947351149749e-05,4.436472590896301e-05,-2.248166453000522e-07
2026-09-21 21:53:11.231215616,8.308913493237924e-06,2.440130447212141e-05,4.7094647015910596e-05,-1.991235421883175e-06
2026-09-21 21:53:11.232215296,5.418411546997959e-06,9.788206625671592e-06,9.116648470808286e-06,1.702185159047076e-06
2026-09-21 21:53:11.233215232,-2.5304718747065635e-06,-7.313936748687411e-06,-2.910222247010097e-05,2.1839357486896915e-06
2026-09-21 21:53:11.234215168,-1.4866791389067657e-06,-5.065767709311331e-06,-3.4000018786173314e-05,1.605848609642635e-08
2026-09-21 21:53:11.235214848,-6.304184353211895e-06,-7.153353180910926e-06,-3.8496356864925474e-05,-3.6773617466678843e-06
2026-09-21 21:53:11.236214784,-7.187393293861533e-06,-1.5329309235312394e-06,-2.621171915961895e-05,8.189759910237626e-07
2026-09-21 21:53:11.237214720,-3.1728059184388258e-06,3.6057413126400206e-06,-2.7748586717279977e-07,2.585394440757227e-06
2026-09-21 21:53:11.238214656,4.4032273649463605e-07,8.262662049673963e-06,3.0947676350479014e-06,1.0598512290016515e-06
2026-09-21 21:53:11.239214336,3.7322847674658988e-06,1.5328336303355172e-05,-6.058491180738201e-06,-1.4291929346654797e-06
2026-09-21 21:53:11.240214272,-4.428866589023528e-07,1.0364052513978095e-06,-2.6051135137095116e-05,-3.5970701901533175e-06
2026-09-21 21:53:11.241214208,-6.6253510340175126e-06,-1.9277407773188315e-05,-1.778108526195865e-05,3.3883118248922983e-06
2026-09-21 21:53:11.242214144,1.4841152733424678e-06,-2.4897830371628515e-05,-1.1690183754353711e-07,8.687567060405854e-06
2026-09-21 21:53:11.243213824,7.34541345082107e-06,-3.0036502721486613e-05,1.1364817510184366e-05,7.9649416875327e-06
2026-09-21 21:53:11.244213760,4.214035016048001e-06,-2.8510958145488985e-05,2.1802745322929695e-05,-1.9109434106212575e-06
2026-09-21 21:53:11.245213696,7.104538326530019e-06,-1.8635073502082378e-05,3.127717354800552e-05,-3.2759030546003487e-06
2026-09-21 21:53:11.246213376,2.6884918042924255e-06,-1.6935144913077238e-06,2.613849937915802e-05,-4.560571142064873e-06
2026-09-21 21:53:11.247213312,6.703079179715132e-06,5.546544912249374e-07,1.5218821317830589e-05,1.3007264669795404e-06
2026-09-21 21:53:11.248213248,1.6446988411189523e-06,-1.5329309235312394e-06,2.8065504011465237e-05,6.599982043553609e-06
2026-09-21 21:53:11.249213184,-8.231186257035006e-06,-7.153353180910926e-06,2.6379377231933177e-05,-1.4452508878548542e-07
2026-09-21 21:53:11.250212864,-4.056015313835815e-06,-5.467226401378866e-06,2.8538925107568502e-06,4.271520992915612e-06
2026-09-21 21:53:11.251212800,-5.340682946552988e-06,-6.992769613134442e-06,-1.4007374375069048e-05,3.4686036087805405e-06
2026-09-21 21:53:11.252212736,5.206142645874934e-07,-8.357729711860884e-06,-2.3160633645602502e-05,-1.4452508878548542e-07
2026-09-21 21:53:11.253212416,1.015562429529382e-05,-1.2211733519507106e-05,-3.143068533972837e-05,4.978089691576315e-07
2026-09-21 21:53:11.254212352,8.870955753081944e-06,-4.021975200885208e-06,-2.3883259927970357e-05,9.490484444540925e-06
2026-09-21 21:53:11.255212288,6.811978323639778e-07,-8.905971640160715e-07,-7.824909516784828e-06,2.9868531328247627e-06
2026-09-21 21:53:11.256212224,3.8125758692331146e-06,5.853909442521399e-06,2.613017386465799e-06,-5.20290495842346e-06
2026-09-21 21:53:11.257211904,-1.0720230420702137e-05,1.2036375665047672e-05,-3.00740475722705e-06,-4.1591124499973375e-06
2026-09-21 21:53:11.258211840,-1.6982987290248275e-05,9.627622603147756e-06,5.583811798715033e-06,2.585394440757227e-06
2026-09-21 21:53:11.259211776,-7.508560429414501e-06,7.459745120286243e-06,1.0240732990496326e-05,3.4686036087805405e-06
2026-09-21 21:53:11.260211712,8.068038368946873e-06,1.6050960766733624e-05,1.160569354397012e-05,1.0598512290016515e-06
2026-09-21 21:53:11.261211392,3.1111772841541097e-05,-1.6132224800458062e-06,1.2890362086181995e-05,1.7824769429353182e-06
2026-09-21 21:53:11.262211328,4.026503302156925e-05,-1.9277407773188315e-05,2.3488872102461755e-05,-1.509484718553722e-06
2026-09-21 21:53:11.263211264,4.299495049053803e-05,-4.456930764717981e-05,3.63355538866017e-05,1.4613099210691871e-06
2026-09-21 21:53:11.264210944,5.054237408330664e-05,-4.119705408811569e-05,4.1474224417470396e-05,8.52698394737672e-06
2026-09-21 21:53:11.265210880,5.279054312268272e-05,-1.2117637879782706e-06,3.68173023161944e-05,7.563482995465165e-06
2026-09-21 21:53:11.266210816,5.0702958105830476e-05,2.608743125165347e-05,1.5459698261111043e-05,-5.684655661752913e-06
2026-09-21 21:53:11.267210752,6.01773863309063e-05,3.098522938671522e-05,-3.0627765227109194e-05,-7.531365554314107e-06
2026-09-21 21:53:11.268210432,6.531605322379619e-05,2.6488889488973655e-05,-7.679552800254896e-05,-2.3926941139507107e-06
2026-09-21 21:53:11.269210368,5.4396379709942266e-05,1.4204252693161834e-05,-8.273711137007922e-05,-3.918237325706286e-06
2026-09-21 21:53:11.270210304,5.303142097545788e-05,1.789767156878952e-05,-6.635759200435132e-05,-5.2831969696853776e-06
2026-09-21 21:53:11.271209984,4.3958450987702236e-05,1.4525418919220101e-05,-6.145979568827897e-05,-1.4291929346654797e-06
2026-09-21 21:53:11.272209920,2.6294264898751862e-05,1.7576505342731252e-05,-2.9985430956003256e-05,-2.5532772269798443e-06
2026-09-21 21:53:11.273209856,1.3688460967387073e-05,3.6860324144072365e-06,6.868479431432206e-06,-5.684655661752913e-06
2026-09-21 21:53:11.274209792,2.2067411009629723e-06,6.175076578074368e-06,2.164216130040586e-05,-2.7941528060182463e-06
2026-09-21 21:53:11.275209472,-4.056015313835815e-06,8.423246072197799e-06,5.311653148964979e-05,-3.6773617466678843e-06
2026-09-21 21:53:11.276209408,-5.902725206397008e-06,1.4686002941743936e-05,4.083189196535386e-05,3.372255150679848e-07
2026-09-21 21:53:11.277209344,2.6884918042924255e-06,2.4160426619346254e-05,2.22844973905012e-05,2.505102656868985e-06
2026-09-21 21:53:11.278209280,1.0476790521352086e-05,1.556921051815152e-05,1.216773580381414e-05,3.147436700601247e-06
2026-09-21 21:53:11.279208960,6.301620032900246e-06,-1.6935144913077238e-06,3.0144765332806855e-06,1.2140112630731892e-05
2026-09-21 21:53:11.280208896,-5.420974957814906e-06,-1.775186501618009e-05,1.1284525498922449e-05,4.17517298956227e-07
2026-09-21 21:53:11.281208832,-1.3209274584369268e-05,-2.8189791919430718e-05,1.8831951820175163e-05,-4.239404006511904e-06
2026-09-21 21:53:11.282208512,-2.3085160137270577e-05,-2.2569369320990518e-05,7.350231499003712e-06,-8.414574949711096e-06
2026-09-21 21:53:11.283208448,-2.4369828679482453e-05,-3.5402247249294305e-06,-3.087696768488968e-06,6.583925369341159e-07
2026-09-21 21:53:11.284208384,-1.6180068996618502e-05,2.432101064187009e-05,-1.2409863074935856e-06,-2.7941528060182463e-06
2026-09-21 21:53:11.285208320,-1.7223861505044624e-05,5.025524660595693e-05,-2.0270130335120484e-05,-5.925530786043964e-06
2026-09-21 21:53:11.286208000,-1.2406357200234197e-05,6.335660600598203e-06,-3.2875934266485274e-05,6.680273600068176e-06
2026-09-21 21:53:11.287207936,-6.223892341949977e-06,-1.1569399248401169e-05,-3.970073157688603e-05,1.527149106550496e-05
2026-09-21 21:53:11.288207872,-8.632645403849892e-06,-1.7029238733812235e-05,-3.3437976526329294e-05,4.351813004177529e-06
2026-09-21 21:53:11.289207808,-6.464767466241028e-06,7.700620699324645e-06,-2.0189838323858567e-05,-5.524072093976429e-06
2026-09-21 21:53:11.290207488,-4.537765562417917e-06,2.1189633116591722e-05,5.744395821238868e-06,-1.6700682863302063e-06
2026-09-21 21:53:11.291207424,-5.099807822261937e-06,8.904996320779901e-06,2.4050914362305775e-05,1.7824769429353182e-06
2026-09-21 21:53:11.292207360,-8.873520528140943e-06,-3.116058724117465e-05,5.503520696947817e-06,-7.531365554314107e-06
2026-09-21 21:53:11.293207040,-9.355270776723046e-06,-6.46422486170195e-05,2.1312671378836967e-06,-2.2321105461742263e-06
2026-09-21 21:53:11.294206976,-3.89543174605933e-06,-4.21605545852799e-05,-9.198192287840357e-07,-3.195611498085782e-06
2026-09-21 21:53:11.295206912,-1.7275544905714924e-06,-4.625543442671187e-05,2.421149838482961e-05,1.2204346830912982e-06
2026-09-21 21:53:11.296206848,-6.304184353211895e-06,-4.256201282260008e-05,3.432825906202197e-05,-6.005822797305882e-06
2026-09-21 21:53:11.297206528,-2.129013182639028e-06,-1.8956239728140645e-05,5.576615876634605e-05,-5.042321845394326e-06
2026-09-21 21:53:11.298206464,2.7687833608069923e-06,8.74441411724547e-06,5.303623402141966e-05,1.1401430128898937e-06
2026-09-21 21:53:11.299206400,-7.107101737346966e-06,2.7291805963614024e-05,4.043043009005487e-05,-1.2686093668889953e-06
2026-09-21 21:53:11.300206080,-2.8464706701925024e-05,4.415307557792403e-05,2.4372082407353446e-05,8.992677749120048e-07
2026-09-21 21:53:11.301206016,-4.99026027682703e-05,4.720416109194048e-05,1.3283498674354632e-06,-2.3926941139507107e-06
2026-09-21 21:53:11.302205952,-5.263252023723908e-05,3.331368861836381e-05,-2.6372303182142787e-05,-8.976617209555116e-06
2026-09-21 21:53:11.303205888,-2.9829667255398817e-05,3.082464536419138e-05,-2.26788833970204e-05,-9.859826604952104e-06
2026-09-21 21:53:11.304205568,-2.6778579922392964e-05,2.85764745058259e-05,-1.930662983795628e-05,-5.845238774782047e-06
2026-09-21 21:53:11.305205504,-1.85085300472565e-05,2.6488889488973655e-05,-1.6255542504950427e-05,5.074438377050683e-06
2026-09-21 21:53:11.306205440,-1.0961105544993188e-05,2.0868466890533455e-05,-2.452559238008689e-05,4.17517298956227e-07
2026-09-21 21:53:11.307205376,5.09724441144499e-06,1.5729794540675357e-05,-2.2036549125914462e-05,-6.648156158917118e-06
2026-09-21 21:53:11.308205056,-1.1655122307274723e-06,4.8101169340952765e-06,-2.4284718165290542e-05,5.074438377050683e-06
2026-09-21 21:53:11.309204992,4.454910140339052e-06,6.175076578074368e-06,-3.472264506854117e-05,2.2337164409691468e-05
2026-09-21 21:53:11.310204928,-4.136306870350381e-06,2.3210727704281453e-06,-3.2875934266485274e-05,6.2788149080006406e-06
2026-09-21 21:53:11.311204608,-2.6107636585948057e-06,-1.3014650903642178e-05,-1.3846790352545213e-05,1.605848609642635e-08
2026-09-21 21:53:11.312204544,-1.2458040146157146e-06,-2.7627749659586698e-05,-1.2409863074935856e-06,-1.8306518541066907e-06
2026-09-21 21:53:11.313204480,-2.5304718747065635e-06,-4.087588604306802e-05,3.3284464734606445e-05,-6.969323294470087e-06
2026-09-21 21:53:11.314204416,1.039649941958487e-05,-3.573721551219933e-05,2.83866684185341e-05,3.950354312109994e-06
2026-09-21 21:53:11.315204096,8.71037264005281e-06,-1.2211733519507106e-05,3.288300649728626e-05,-1.7407252016710117e-05
2026-09-21 21:53:11.316204032,1.0235915397061035e-05,-2.094973297062097e-06,4.5167646021582186e-05,1.0293402738170698e-05
2026-09-21 21:53:11.317203968,8.870955753081944e-06,-1.12482321128482e-05,4.1474224417470396e-05,6.599982043553609e-06
2026-09-21 21:53:11.318203904,1.015562429529382e-05,-2.5138704586424865e-05,2.4612956622149795e-05,-1.0261284842272289e-05
2026-09-21 21:53:11.319203584,-4.428866589023528e-07,-3.268612999818288e-05,2.1561871108133346e-05,-1.1080260264861863e-06
2026-09-21 21:53:11.320203520,-1.8078462744597346e-06,-7.394228759949328e-06,2.1312671378836967e-06,1.6218934888456715e-06
2026-09-21 21:53:11.321203456,2.046157533186488e-06,9.467038580623921e-06,-1.0474537702975795e-05,9.169317308987956e-06
2026-09-21 21:53:11.322203136,-6.14360078543541e-06,2.4802762709441595e-05,-1.2722706742351875e-05,6.921148724359227e-06
2026-09-21 21:53:11.323203072,-1.3530441719922237e-05,3.307281440356746e-05,1.8903921272794832e-06,4.833563252759632e-06
2026-09-21 21:53:11.324203008,-2.4209244656958617e-05,2.552538899180945e-05,-3.7300305848475546e-06,2.9868531328247627e-06
2026-09-21 21:53:11.325202944,-2.5574203391443007e-05,1.4043668670637999e-05,-8.868702934705652e-06,4.672979684983147e-06
2026-09-21 21:53:11.326202624,-1.907057230710052e-05,3.6057413126400206e-06,-2.3000049623078667e-05,1.605848609642635e-08
2026-09-21 21:53:11.327202560,-1.088081353373127e-05,9.226164365827572e-06,-2.8620472221518867e-05,7.081732292135712e-06
2026-09-21 21:53:11.328202496,5.09724441144499e-06,4.087491561222123e-06,-2.6934345441986807e-05,1.0935736099781934e-05
2026-09-21 21:53:11.329202176,7.34541345082107e-06,1.1875791642523836e-05,-2.227742334071081e-05,3.372255150679848e-07
2026-09-21 21:53:11.330202112,5.2578275244741235e-06,1.3240750377008226e-05,-1.5211749996524304e-05,1.702185159047076e-06
2026-09-21 21:53:11.331202048,3.41111763191293e-06,2.496334673196543e-05,-1.1357746188878082e-05,-1.2589745892910287e-05
2026-09-21 21:53:11.332201984,-5.180099833523855e-06,1.4043668670637999e-05,-7.592361157549021e-07,-6.969323294470087e-06
2026-09-21 21:53:11.333201664,-3.6545563943946036e-06,1.2678708117164206e-05,-2.124195816577412e-06,5.074438377050683e-06
2026-09-21 21:53:11.334201600,-2.2895967504155124e-06,8.824704309517983e-06,-1.6416126527474262e-05,-1.5319666999857873e-05
2026-09-21 21:53:11.335201536,-1.1362564691808075e-05,6.349460477395041e-07,-4.4919695938006043e-05,-7.049615305732004e-06
2026-09-21 21:53:11.336201472,-1.7223861505044624e-05,1.6787386130090454e-06,-4.082481609657407e-05,-9.538659469399136e-06
2026-09-21 21:53:11.337201152,-1.6180068996618502e-05,6.4962437136273365e-06,-2.227742334071081e-05,1.943060397024965e-06
2026-09-21 21:53:11.338201088,-5.5012665143294726e-06,1.9744382370845415e-05,1.3283498674354632e-06,8.205816811823752e-06
2026-09-21 21:53:11.339201024,7.34541345082107e-06,1.4123960681899916e-05,2.902900450862944e-05,-5.042321845394326e-06
2026-09-21 21:53:11.340200704,1.5936630006763153e-05,1.2437833902367856e-05,4.75763990834821e-05,-6.7284481701790355e-06
2026-09-21 21:53:11.341200640,1.4411087249754928e-05,1.3963376659376081e-05,5.094865264254622e-05,4.191229436401045e-06
2026-09-21 21:53:11.342200576,1.0235915397061035e-05,-4.584017460729228e-06,4.942310624755919e-05,-2.874444362532813e-06
2026-09-21 21:53:11.343200512,7.614898436258954e-07,-3.148175164824352e-05,9.437816515855957e-06,-3.998528882220853e-06
2026-09-21 21:53:11.344200192,4.615493253368186e-06,-3.6205165088176727e-06,-6.94170057613519e-06,5.074438377050683e-06
2026-09-21 21:53:11.345200128,-5.983017217658926e-06,-7.313936748687411e-06,-2.0439038053154945e-06,1.0935736099781934e-05
2026-09-21 21:53:11.346200064,-7.347976861638017e-06,-1.743069697113242e-05,-6.540241884067655e-06,3.5488953926687827e-06
2026-09-21 21:53:11.347200000,-1.3851608855475206e-05,-8.277437700598966e-06,-2.44536249738303e-06,-3.195611498085782e-06
2026-09-21 21:53:11.348199680,-1.0399063285149168e-05,-1.1007356988557149e-05,-6.138783192000119e-06,-2.312402102688793e-06
2026-09-21 21:53:11.349199616,-1.144285579357529e-05,-8.518312824890018e-06,-1.6255542504950427e-05,-4.7211547098413575e-06
2026-09-21 21:53:11.350199552,-8.552353392587975e-06,-1.5343111954280175e-05,-3.15912657242734e-05,-2.5532772269798443e-06
2026-09-21 21:53:11.351199232,-5.902725206397008e-06,-2.9956210710224696e-05,-4.5481738197850063e-05,6.037939783709589e-06
2026-09-21 21:53:11.352199168,-5.099807822261937e-06,-2.81094999081688e-05,-2.7817553927889094e-05,4.913855264021549e-06
2026-09-21 21:53:11.353199104,-1.1683731827361044e-05,-3.32481722580269e-05,-1.6335834516212344e-05,-2.4729856704652775e-06
2026-09-21 21:53:11.354199040,-1.9684296148625435e-06,-1.5985446225386113e-05,-1.0073078556160908e-05,4.271520992915612e-06
2026-09-21 21:53:11.355198720,-3.253097702327068e-06,7.290427106454445e-08,1.4656779057986569e-05,1.5753241314087063e-05
2026-09-21 21:53:11.356198656,4.936660388921155e-06,1.8941464077215642e-05,2.477354064467363e-05,7.9649416875327e-06
2026-09-21 21:53:11.357198592,-8.95381162990816e-06,1.1394041393941734e-05,2.782462615869008e-05,-7.691949576837942e-06
2026-09-21 21:53:11.358198272,-1.8428238035994582e-05,-4.664309017243795e-06,4.1715098632266745e-05,-1.4291929346654797e-06
2026-09-21 21:53:11.359198208,-9.837021025305148e-06,-1.0927064977295231e-05,3.9226055378094316e-05,-7.049615305732004e-06
2026-09-21 21:53:11.360198144,-1.4493943126581144e-05,-2.0401492292876355e-05,4.605085268849507e-05,-1.9109434106212575e-06
2026-09-21 21:53:11.361198080,-1.6472627066832501e-06,-8.357729711860884e-06,3.9788097637938336e-05,-6.567865057149902e-06
2026-09-21 21:53:11.362197760,1.3929335182183422e-05,-5.694300284631026e-07,4.163480843999423e-05,-7.932824701128993e-06
2026-09-21 21:53:11.363197696,3.2797899621073157e-05,1.2277249879844021e-05,2.2605665435548872e-05,-1.4291929346654797e-06
2026-09-21 21:53:11.364197632,3.5286942875245586e-05,3.130639379378408e-05,-1.537233401904814e-05,-9.618951480661053e-06
2026-09-21 21:53:11.365197568,2.8462143745855428e-05,3.379544068593532e-05,-2.0832172594964504e-05,1.605848609642635e-08
2026-09-21 21:53:11.366197248,2.6374558729003184e-05,3.154727164655924e-05,-1.593437627889216e-05,-3.837945314444369e-06
2026-09-21 21:53:11.367197184,1.6900130503927357e-05,4.328366685513174e-06,-2.043071435764432e-05,6.760565156582743e-06
2026-09-21 21:53:11.368197120,4.856369287153939e-06,-1.4219027434592135e-05,-2.452559238008689e-05,5.395605512603652e-06
2026-09-21 21:53:11.369196800,-2.9319307941477746e-06,-1.7591280993656255e-05,-2.0832172594964504e-05,-1.1080260264861863e-06
2026-09-21 21:53:11.370196736,-9.997605047828984e-06,-1.4540193660650402e-05,-2.4204426154028624e-05,2.3445190890925005e-06
2026-09-21 21:53:11.371196672,-1.907057230710052e-05,-6.497215849776694e-07,-2.7255511668045074e-05,1.832257657952141e-05
2026-09-21 21:53:11.372196608,-8.472061381326057e-06,1.8393226355328807e-06,-2.452559238008689e-05,-6.969323294470087e-06
2026-09-21 21:53:11.373196288,-1.4063873550185235e-06,-4.088464322649088e-07,-1.7227370108230389e-06,-1.7086083971662447e-05
2026-09-21 21:53:11.374196224,1.0316207408322953e-05,-2.4964319891296327e-06,1.3283498674354632e-06,-1.750359842844773e-06
2026-09-21 21:53:11.375196160,1.4973129509598948e-05,-3.100000321865082e-05,4.058269041706808e-06,-4.480279585550306e-06
2026-09-21 21:53:11.376196096,1.6338088244083337e-05,-2.6905123377218843e-05,1.5692249917265144e-06,8.125524800561834e-06
2026-09-21 21:53:11.377195776,1.7622756786295213e-05,2.1430509150377475e-05,-5.25557379660313e-06,-3.3561950658622663e-06
2026-09-21 21:53:11.378195712,1.6498672266607173e-05,4.118228025618009e-05,-3.1679883250035346e-06,-5.443780537461862e-06
2026-09-21 21:53:11.379195648,1.545487975818105e-05,3.524068961269222e-05,-5.014698672312079e-06,-7.2904904300230555e-06
2026-09-21 21:53:11.380195328,1.2564376447699033e-05,1.8861172065953724e-05,-2.7496387701830827e-05,-5.6043636504909955e-06
2026-09-21 21:53:11.381195264,-6.837618116151134e-07,4.087491561222123e-06,-3.054747503483668e-05,-4.07882043873542e-06
2026-09-21 21:53:11.382195200,-2.5304718747065635e-06,-4.088464322649088e-07,-3.327739250380546e-05,-2.7138607947563287e-06
2026-09-21 21:53:11.383195136,2.608199793030508e-06,3.6860324144072365e-06,-1.5613210052833892e-05,1.1401430128898937e-06
2026-09-21 21:53:11.384194816,4.1337430047860835e-06,2.962026519526262e-05,-4.13148927691509e-06,4.5926881284685805e-06
2026-09-21 21:53:11.385194752,-4.142797038753088e-08,4.648153480957262e-05,2.726258389884606e-05,5.636480636894703e-06
2026-09-21 21:53:11.386194688,-1.3260957985039568e-06,3.940709518701624e-07,5.873695408808999e-05,2.7459780085337115e-06
2026-09-21 21:53:11.387194368,2.1264495444484055e-06,-7.21896649338305e-05,5.464207424665801e-05,1.8627687268235604e-06
2026-09-21 21:53:11.388194304,-3.1728059184388258e-06,-6.255465996218845e-05,5.094865264254622e-05,5.877356215933105e-06
2026-09-21 21:53:11.389194240,-2.20930496652727e-06,-1.8635073502082378e-05,4.75763990834821e-05,1.246127976628486e-05
2026-09-21 21:53:11.390194176,-4.858932697970886e-06,5.291867182677379e-06,1.3773570572084282e-05,1.8643742805579677e-05
2026-09-21 21:53:11.391193856,-2.4501800908183213e-06,1.2518125913629774e-05,-1.7700795069686137e-05,6.599982043553609e-06
2026-09-21 21:53:11.392193792,1.16294859253685e-06,1.9102048099739477e-05,-1.3605915228254162e-05,-1.2429162779881153e-05
2026-09-21 21:53:11.393193728,-2.129013182639028e-06,1.196988364426943e-06,-1.5131458894757088e-05,1.766420467674834e-07
2026-09-21 21:53:11.394193664,-5.23178243838629e-07,5.452451205201214e-06,-1.8824879589374177e-05,2.4248108729807427e-06
2026-09-21 21:53:11.395193344,2.4476166800013743e-06,2.183196738769766e-05,-8.708118912181817e-06,9.249609320249874e-06
2026-09-21 21:53:11.396193280,-5.661850082105957e-06,2.6729763703770004e-05,4.4514041519505554e-07,7.162024303397629e-06
2026-09-21 21:53:11.397193216,-2.20930496652727e-06,2.2233425625017844e-05,-2.2847793843538966e-06,1.5416017049574293e-06
2026-09-21 21:53:11.398192896,9.220734114023799e-07,1.8138547602575272e-05,5.262645572656766e-06,-3.5970701901533175e-06
2026-09-21 21:53:11.399192832,-4.142797038753088e-08,2.183196738769766e-05,2.5977915356634185e-05,-5.122613401908893e-06
2026-09-21 21:53:11.400192768,2.608199793030508e-06,1.845971382863354e-05,2.3247997887665406e-05,-3.757653757929802e-06
2026-09-21 21:53:11.401192704,3.41111763191293e-06,9.30645637708949e-06,5.583811798715033e-06,5.315313956089085e-06
2026-09-21 21:53:11.402192384,-1.6472627066832501e-06,1.0364052513978095e-06,-1.2409863074935856e-06,-5.2831969696853776e-06
2026-09-21 21:53:11.403192320,-8.873520528140943e-06,-6.5110193645523395e-06,8.465986525152402e-07,-1.8129878299077973e-05
2026-09-21 21:53:11.404192256,-7.910019121482037e-06,-8.759187949181069e-06,-1.0001111832025344e-06,8.992677749120048e-07
